Geography,Year,Sex,Age,Disease Name,Case Counts
Z2.6,2022Q2,BOTH,ALL,Gonorrhea,12.0
Z2.6,2022Q2,BOTH,ALL,Infectious Syphilis,6.0
Z2.6,2022Q2,BOTH,ALL,Non-infectious Syphilis,4.0
Z2.6,2022Q3,FEMALE,ALL,Gonorrhea,6.0
Z2.6,2022Q3,FEMALE,ALL,Infectious Syphilis,4.0
Z2.6,2022Q3,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.6,2022Q3,MALE,ALL,Gonorrhea,11.0
Z2.6,2022Q3,MALE,ALL,Infectious Syphilis,7.0
Z2.6,2022Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z2.6,2022Q3,BOTH,ALL,Gonorrhea,17.0
Z2.6,2022Q3,BOTH,ALL,Infectious Syphilis,11.0
Z2.6,2022Q3,BOTH,ALL,Non-infectious Syphilis,1.0
Z2.7,2019Q1,FEMALE,ALL,Gonorrhea,1.0
Z2.7,2019Q1,FEMALE,ALL,Infectious Syphilis,1.0
Z2.7,2019Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2019Q1,MALE,ALL,Gonorrhea,10.0
Z2.7,2019Q1,MALE,ALL,Infectious Syphilis,1.0
Z2.7,2019Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z2.7,2019Q1,BOTH,ALL,Gonorrhea,11.0
Z2.7,2019Q1,BOTH,ALL,Infectious Syphilis,2.0
Z2.7,2019Q1,BOTH,ALL,Non-infectious Syphilis,1.0
Z2.7,2019Q2,FEMALE,ALL,Gonorrhea,7.0
Z2.7,2019Q2,FEMALE,ALL,Infectious Syphilis,0.0
Z2.7,2019Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2019Q2,MALE,ALL,Gonorrhea,14.0
Z2.7,2019Q2,MALE,ALL,Infectious Syphilis,1.0
Z2.7,2019Q2,MALE,ALL,Non-infectious Syphilis,1.0
Z2.7,2019Q2,BOTH,ALL,Gonorrhea,21.0
Z2.7,2019Q2,BOTH,ALL,Infectious Syphilis,1.0
Z2.7,2019Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z2.7,2019Q3,FEMALE,ALL,Gonorrhea,7.0
Z2.7,2019Q3,FEMALE,ALL,Infectious Syphilis,1.0
Z2.7,2019Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2019Q3,MALE,ALL,Gonorrhea,12.0
Z2.7,2019Q3,MALE,ALL,Infectious Syphilis,2.0
Z2.7,2019Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2019Q3,BOTH,ALL,Gonorrhea,19.0
Z2.7,2019Q3,BOTH,ALL,Infectious Syphilis,3.0
Z2.7,2019Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.7,2019Q4,FEMALE,ALL,Gonorrhea,4.0
Z2.7,2019Q4,FEMALE,ALL,Infectious Syphilis,1.0
Z2.7,2019Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2019Q4,MALE,ALL,Gonorrhea,11.0
Z2.7,2019Q4,MALE,ALL,Infectious Syphilis,2.0
Z2.7,2019Q4,MALE,ALL,Non-infectious Syphilis,1.0
Z2.7,2019Q4,BOTH,ALL,Gonorrhea,15.0
Z2.7,2019Q4,BOTH,ALL,Infectious Syphilis,3.0
Z2.7,2019Q4,BOTH,ALL,Non-infectious Syphilis,1.0
Z2.7,2020Q1,FEMALE,ALL,Gonorrhea,9.0
Z2.7,2020Q1,FEMALE,ALL,Infectious Syphilis,1.0
Z2.7,2020Q1,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.7,2020Q1,MALE,ALL,Gonorrhea,8.0
Z2.7,2020Q1,MALE,ALL,Infectious Syphilis,0.0
Z2.7,2020Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2020Q1,BOTH,ALL,Gonorrhea,17.0
Z2.7,2020Q1,BOTH,ALL,Infectious Syphilis,1.0
Z2.7,2020Q1,BOTH,ALL,Non-infectious Syphilis,1.0
Z2.7,2020Q2,FEMALE,ALL,Gonorrhea,2.0
Z2.7,2020Q2,FEMALE,ALL,Infectious Syphilis,1.0
Z2.7,2020Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2020Q2,MALE,ALL,Gonorrhea,15.0
Z2.7,2020Q2,MALE,ALL,Infectious Syphilis,0.0
Z2.7,2020Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2020Q2,BOTH,ALL,Gonorrhea,17.0
Z2.7,2020Q2,BOTH,ALL,Infectious Syphilis,1.0
Z2.7,2020Q2,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.7,2020Q3,FEMALE,ALL,Gonorrhea,7.0
Z2.7,2020Q3,FEMALE,ALL,Infectious Syphilis,0.0
Z2.7,2020Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2020Q3,MALE,ALL,Gonorrhea,4.0
Z2.7,2020Q3,MALE,ALL,Infectious Syphilis,3.0
Z2.7,2020Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2020Q3,BOTH,ALL,Gonorrhea,11.0
Z2.7,2020Q3,BOTH,ALL,Infectious Syphilis,3.0
Z2.7,2020Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.7,2020Q4,FEMALE,ALL,Gonorrhea,8.0
Z2.7,2020Q4,FEMALE,ALL,Infectious Syphilis,3.0
Z2.7,2020Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2020Q4,MALE,ALL,Gonorrhea,10.0
Z2.7,2020Q4,MALE,ALL,Infectious Syphilis,4.0
Z2.7,2020Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2020Q4,BOTH,ALL,Gonorrhea,18.0
Z2.7,2020Q4,BOTH,ALL,Infectious Syphilis,7.0
Z2.7,2020Q4,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.7,2021Q1,FEMALE,ALL,Gonorrhea,11.0
Z2.7,2021Q1,FEMALE,ALL,Infectious Syphilis,4.0
Z2.7,2021Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2021Q1,MALE,ALL,Gonorrhea,11.0
Z2.7,2021Q1,MALE,ALL,Infectious Syphilis,4.0
Z2.7,2021Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2021Q1,BOTH,ALL,Gonorrhea,22.0
Z2.7,2021Q1,BOTH,ALL,Infectious Syphilis,8.0
Z2.7,2021Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.7,2021Q2,FEMALE,ALL,Gonorrhea,6.0
Z2.7,2021Q2,FEMALE,ALL,Infectious Syphilis,3.0
Z2.7,2021Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.7,2021Q2,MALE,ALL,Gonorrhea,9.0
Z2.7,2021Q2,MALE,ALL,Infectious Syphilis,4.0
Z2.7,2021Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2021Q2,BOTH,ALL,Gonorrhea,15.0
Z2.7,2021Q2,BOTH,ALL,Infectious Syphilis,7.0
Z2.7,2021Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z2.7,2021Q3,FEMALE,ALL,Gonorrhea,9.0
Z2.7,2021Q3,FEMALE,ALL,Infectious Syphilis,1.0
Z2.7,2021Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2021Q3,MALE,ALL,Gonorrhea,7.0
Z2.7,2021Q3,MALE,ALL,Infectious Syphilis,8.0
Z2.7,2021Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2021Q3,BOTH,ALL,Gonorrhea,16.0
Z2.7,2021Q3,BOTH,ALL,Infectious Syphilis,9.0
Z2.7,2021Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.7,2021Q4,FEMALE,ALL,Gonorrhea,6.0
Z2.7,2021Q4,FEMALE,ALL,Infectious Syphilis,2.0
Z2.7,2021Q4,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.7,2021Q4,MALE,ALL,Gonorrhea,9.0
Z2.7,2021Q4,MALE,ALL,Infectious Syphilis,10.0
Z2.7,2021Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2021Q4,BOTH,ALL,Gonorrhea,15.0
Z2.7,2021Q4,BOTH,ALL,Infectious Syphilis,12.0
Z2.7,2021Q4,BOTH,ALL,Non-infectious Syphilis,1.0
Z2.7,2022Q1,FEMALE,ALL,Gonorrhea,10.0
Z2.7,2022Q1,FEMALE,ALL,Infectious Syphilis,9.0
Z2.7,2022Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2022Q1,MALE,ALL,Gonorrhea,10.0
Z2.7,2022Q1,MALE,ALL,Infectious Syphilis,9.0
Z2.7,2022Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z2.7,2022Q1,BOTH,ALL,Gonorrhea,20.0
Z2.7,2022Q1,BOTH,ALL,Infectious Syphilis,18.0
Z2.7,2022Q1,BOTH,ALL,Non-infectious Syphilis,1.0
Z2.7,2022Q2,FEMALE,ALL,Gonorrhea,10.0
Z2.7,2022Q2,FEMALE,ALL,Infectious Syphilis,5.0
Z2.7,2022Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.7,2022Q2,MALE,ALL,Gonorrhea,6.0
Z2.7,2022Q2,MALE,ALL,Infectious Syphilis,7.0
Z2.7,2022Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z2.7,2022Q2,BOTH,ALL,Gonorrhea,16.0
Z2.7,2022Q2,BOTH,ALL,Infectious Syphilis,12.0
Z2.7,2022Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z2.7,2022Q3,FEMALE,ALL,Gonorrhea,7.0
Z2.7,2022Q3,FEMALE,ALL,Infectious Syphilis,7.0
Z2.7,2022Q3,FEMALE,ALL,Non-infectious Syphilis,2.0
Z2.7,2022Q3,MALE,ALL,Gonorrhea,12.0
Z2.7,2022Q3,MALE,ALL,Infectious Syphilis,2.0
Z2.7,2022Q3,MALE,ALL,Non-infectious Syphilis,2.0
Z2.7,2022Q3,BOTH,ALL,Gonorrhea,19.0
Z2.7,2022Q3,BOTH,ALL,Infectious Syphilis,9.0
Z2.7,2022Q3,BOTH,ALL,Non-infectious Syphilis,4.0
Z3.1,2019Q1,FEMALE,ALL,Gonorrhea,2.0
Z3.1,2019Q1,FEMALE,ALL,Infectious Syphilis,0.0
Z3.1,2019Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2019Q1,MALE,ALL,Gonorrhea,5.0
Z3.1,2019Q1,MALE,ALL,Infectious Syphilis,1.0
Z3.1,2019Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2019Q1,BOTH,ALL,Gonorrhea,7.0
Z3.1,2019Q1,BOTH,ALL,Infectious Syphilis,1.0
Z3.1,2019Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.1,2019Q2,FEMALE,ALL,Gonorrhea,7.0
Z3.1,2019Q2,FEMALE,ALL,Infectious Syphilis,1.0
Z3.1,2019Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2019Q2,MALE,ALL,Gonorrhea,3.0
Z3.1,2019Q2,MALE,ALL,Infectious Syphilis,0.0
Z3.1,2019Q2,MALE,ALL,Non-infectious Syphilis,2.0
Z3.1,2019Q2,BOTH,ALL,Gonorrhea,10.0
Z3.1,2019Q2,BOTH,ALL,Infectious Syphilis,1.0
Z3.1,2019Q2,BOTH,ALL,Non-infectious Syphilis,2.0
Z3.1,2019Q3,FEMALE,ALL,Gonorrhea,8.0
Z3.1,2019Q3,FEMALE,ALL,Infectious Syphilis,0.0
Z3.1,2019Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2019Q3,MALE,ALL,Gonorrhea,3.0
Z3.1,2019Q3,MALE,ALL,Infectious Syphilis,0.0
Z3.1,2019Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2019Q3,BOTH,ALL,Gonorrhea,11.0
Z3.1,2019Q3,BOTH,ALL,Infectious Syphilis,0.0
Z3.1,2019Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.1,2019Q4,FEMALE,ALL,Gonorrhea,6.0
Z3.1,2019Q4,FEMALE,ALL,Infectious Syphilis,1.0
Z3.1,2019Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2019Q4,MALE,ALL,Gonorrhea,4.0
Z3.1,2019Q4,MALE,ALL,Infectious Syphilis,1.0
Z3.1,2019Q4,MALE,ALL,Non-infectious Syphilis,1.0
Z3.1,2019Q4,BOTH,ALL,Gonorrhea,10.0
Z3.1,2019Q4,BOTH,ALL,Infectious Syphilis,2.0
Z3.1,2019Q4,BOTH,ALL,Non-infectious Syphilis,1.0
Z3.1,2020Q1,FEMALE,ALL,Gonorrhea,2.0
Z3.1,2020Q1,FEMALE,ALL,Infectious Syphilis,2.0
Z3.1,2020Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2020Q1,MALE,ALL,Gonorrhea,2.0
Z3.1,2020Q1,MALE,ALL,Infectious Syphilis,2.0
Z3.1,2020Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2020Q1,BOTH,ALL,Gonorrhea,4.0
Z3.1,2020Q1,BOTH,ALL,Infectious Syphilis,4.0
Z3.1,2020Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.1,2020Q2,FEMALE,ALL,Gonorrhea,4.0
Z3.1,2020Q2,FEMALE,ALL,Infectious Syphilis,1.0
Z3.1,2020Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2020Q2,MALE,ALL,Gonorrhea,1.0
Z3.1,2020Q2,MALE,ALL,Infectious Syphilis,1.0
Z3.1,2020Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2020Q2,BOTH,ALL,Gonorrhea,5.0
Z3.1,2020Q2,BOTH,ALL,Infectious Syphilis,2.0
Z3.1,2020Q2,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.1,2020Q3,FEMALE,ALL,Gonorrhea,3.0
Z3.1,2020Q3,FEMALE,ALL,Infectious Syphilis,1.0
Z3.1,2020Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2020Q3,MALE,ALL,Gonorrhea,2.0
Z3.1,2020Q3,MALE,ALL,Infectious Syphilis,2.0
Z3.1,2020Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2020Q3,BOTH,ALL,Gonorrhea,5.0
Z3.1,2020Q3,BOTH,ALL,Infectious Syphilis,3.0
Z3.1,2020Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.1,2020Q4,FEMALE,ALL,Gonorrhea,5.0
Z3.1,2020Q4,FEMALE,ALL,Infectious Syphilis,4.0
Z3.1,2020Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2020Q4,MALE,ALL,Gonorrhea,10.0
Z3.1,2020Q4,MALE,ALL,Infectious Syphilis,3.0
Z3.1,2020Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2020Q4,BOTH,ALL,Gonorrhea,15.0
Z3.1,2020Q4,BOTH,ALL,Infectious Syphilis,7.0
Z3.1,2020Q4,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.1,2021Q1,FEMALE,ALL,Gonorrhea,3.0
Z3.1,2021Q1,FEMALE,ALL,Infectious Syphilis,6.0
Z3.1,2021Q1,FEMALE,ALL,Non-infectious Syphilis,2.0
Z3.1,2021Q1,MALE,ALL,Gonorrhea,1.0
Z3.1,2021Q1,MALE,ALL,Infectious Syphilis,3.0
Z3.1,2021Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z3.1,2021Q1,BOTH,ALL,Gonorrhea,4.0
Z3.1,2021Q1,BOTH,ALL,Infectious Syphilis,9.0
Z3.1,2021Q1,BOTH,ALL,Non-infectious Syphilis,3.0
Z3.1,2021Q2,FEMALE,ALL,Gonorrhea,2.0
Z3.1,2021Q2,FEMALE,ALL,Infectious Syphilis,6.0
Z3.1,2021Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2021Q2,MALE,ALL,Gonorrhea,2.0
Z3.1,2021Q2,MALE,ALL,Infectious Syphilis,8.0
Z3.1,2021Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2021Q2,BOTH,ALL,Gonorrhea,4.0
Z3.1,2021Q2,BOTH,ALL,Infectious Syphilis,14.0
Z3.1,2021Q2,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.1,2021Q3,FEMALE,ALL,Gonorrhea,2.0
Z3.1,2021Q3,FEMALE,ALL,Infectious Syphilis,9.0
Z3.1,2021Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2021Q3,MALE,ALL,Gonorrhea,2.0
Z3.1,2021Q3,MALE,ALL,Infectious Syphilis,8.0
Z3.1,2021Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2021Q3,BOTH,ALL,Gonorrhea,4.0
Z3.1,2021Q3,BOTH,ALL,Infectious Syphilis,17.0
Z3.1,2021Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.1,2021Q4,FEMALE,ALL,Gonorrhea,2.0
Z3.1,2021Q4,FEMALE,ALL,Infectious Syphilis,3.0
Z3.1,2021Q4,FEMALE,ALL,Non-infectious Syphilis,1.0
Z3.1,2021Q4,MALE,ALL,Gonorrhea,5.0
Z3.1,2021Q4,MALE,ALL,Infectious Syphilis,3.0
Z3.1,2021Q4,MALE,ALL,Non-infectious Syphilis,1.0
Z3.1,2021Q4,BOTH,ALL,Gonorrhea,7.0
Z3.1,2021Q4,BOTH,ALL,Infectious Syphilis,6.0
Z3.1,2021Q4,BOTH,ALL,Non-infectious Syphilis,2.0
Z3.1,2022Q1,FEMALE,ALL,Gonorrhea,6.0
Z3.1,2022Q1,FEMALE,ALL,Infectious Syphilis,3.0
Z3.1,2022Q1,FEMALE,ALL,Non-infectious Syphilis,1.0
Z3.1,2022Q1,MALE,ALL,Gonorrhea,5.0
Z3.1,2022Q1,MALE,ALL,Infectious Syphilis,5.0
Z3.1,2022Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2022Q1,BOTH,ALL,Gonorrhea,11.0
Z3.1,2022Q1,BOTH,ALL,Infectious Syphilis,8.0
Z3.1,2022Q1,BOTH,ALL,Non-infectious Syphilis,1.0
Z3.1,2022Q2,FEMALE,ALL,Gonorrhea,4.0
Z3.1,2022Q2,FEMALE,ALL,Infectious Syphilis,7.0
Z3.1,2022Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2022Q2,MALE,ALL,Gonorrhea,1.0
Z3.1,2022Q2,MALE,ALL,Infectious Syphilis,4.0
Z3.1,2022Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2022Q2,BOTH,ALL,Gonorrhea,5.0
Z3.1,2022Q2,BOTH,ALL,Infectious Syphilis,11.0
Z3.1,2022Q2,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.1,2022Q3,FEMALE,ALL,Gonorrhea,7.0
Z3.1,2022Q3,FEMALE,ALL,Infectious Syphilis,8.0
Z3.1,2022Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2022Q3,MALE,ALL,Gonorrhea,5.0
Z3.1,2022Q3,MALE,ALL,Infectious Syphilis,5.0
Z3.1,2022Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z3.1,2022Q3,BOTH,ALL,Gonorrhea,12.0
Z3.1,2022Q3,BOTH,ALL,Infectious Syphilis,13.0
Z3.1,2022Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.2,2019Q1,FEMALE,ALL,Gonorrhea,2.0
Z3.2,2019Q1,FEMALE,ALL,Infectious Syphilis,0.0
Z3.2,2019Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2019Q1,MALE,ALL,Gonorrhea,8.0
Z3.2,2019Q1,MALE,ALL,Infectious Syphilis,1.0
Z3.2,2019Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2019Q1,BOTH,ALL,Gonorrhea,10.0
Z3.2,2019Q1,BOTH,ALL,Infectious Syphilis,1.0
Z3.2,2019Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.2,2019Q2,FEMALE,ALL,Gonorrhea,4.0
Z3.2,2019Q2,FEMALE,ALL,Infectious Syphilis,1.0
Z3.2,2019Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z3.2,2019Q2,MALE,ALL,Gonorrhea,6.0
Z3.2,2019Q2,MALE,ALL,Infectious Syphilis,2.0
Z3.2,2019Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2019Q2,BOTH,ALL,Gonorrhea,10.0
Z3.2,2019Q2,BOTH,ALL,Infectious Syphilis,3.0
Z3.2,2019Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z3.2,2019Q3,FEMALE,ALL,Gonorrhea,3.0
Z3.2,2019Q3,FEMALE,ALL,Infectious Syphilis,0.0
Z3.2,2019Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2019Q3,MALE,ALL,Gonorrhea,5.0
Z3.2,2019Q3,MALE,ALL,Infectious Syphilis,3.0
Z3.2,2019Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2019Q3,BOTH,ALL,Gonorrhea,8.0
Z3.2,2019Q3,BOTH,ALL,Infectious Syphilis,3.0
Z3.2,2019Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.2,2019Q4,FEMALE,ALL,Gonorrhea,5.0
Z3.2,2019Q4,FEMALE,ALL,Infectious Syphilis,3.0
Z3.2,2019Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2019Q4,MALE,ALL,Gonorrhea,6.0
Z3.2,2019Q4,MALE,ALL,Infectious Syphilis,2.0
Z3.2,2019Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2019Q4,BOTH,ALL,Gonorrhea,11.0
Z3.2,2019Q4,BOTH,ALL,Infectious Syphilis,5.0
Z3.2,2019Q4,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.2,2020Q1,FEMALE,ALL,Gonorrhea,5.0
Z3.2,2020Q1,FEMALE,ALL,Infectious Syphilis,2.0
Z3.2,2020Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2020Q1,MALE,ALL,Gonorrhea,8.0
Z3.2,2020Q1,MALE,ALL,Infectious Syphilis,5.0
Z3.2,2020Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2020Q1,BOTH,ALL,Gonorrhea,13.0
Z3.2,2020Q1,BOTH,ALL,Infectious Syphilis,7.0
Z3.2,2020Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.2,2020Q2,FEMALE,ALL,Gonorrhea,4.0
Z3.2,2020Q2,FEMALE,ALL,Infectious Syphilis,1.0
Z3.2,2020Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z3.2,2020Q2,MALE,ALL,Gonorrhea,4.0
Z3.2,2020Q2,MALE,ALL,Infectious Syphilis,3.0
Z3.2,2020Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2020Q2,BOTH,ALL,Gonorrhea,8.0
Z3.2,2020Q2,BOTH,ALL,Infectious Syphilis,4.0
Z3.2,2020Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z3.2,2020Q3,FEMALE,ALL,Gonorrhea,7.0
Z3.2,2020Q3,FEMALE,ALL,Infectious Syphilis,5.0
Z3.2,2020Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2020Q3,MALE,ALL,Gonorrhea,8.0
Z3.2,2020Q3,MALE,ALL,Infectious Syphilis,6.0
Z3.2,2020Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2020Q3,BOTH,ALL,Gonorrhea,15.0
Z3.2,2020Q3,BOTH,ALL,Infectious Syphilis,11.0
Z3.2,2020Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.2,2020Q4,FEMALE,ALL,Gonorrhea,4.0
Z3.2,2020Q4,FEMALE,ALL,Infectious Syphilis,1.0
Z3.2,2020Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2020Q4,MALE,ALL,Gonorrhea,4.0
Z3.2,2020Q4,MALE,ALL,Infectious Syphilis,4.0
Z3.2,2020Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2020Q4,BOTH,ALL,Gonorrhea,8.0
Z3.2,2020Q4,BOTH,ALL,Infectious Syphilis,5.0
Z3.2,2020Q4,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.2,2021Q1,FEMALE,ALL,Gonorrhea,3.0
Z3.2,2021Q1,FEMALE,ALL,Infectious Syphilis,2.0
Z3.2,2021Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2021Q1,MALE,ALL,Gonorrhea,3.0
Z3.2,2021Q1,MALE,ALL,Infectious Syphilis,6.0
Z3.2,2021Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2021Q1,BOTH,ALL,Gonorrhea,6.0
Z3.2,2021Q1,BOTH,ALL,Infectious Syphilis,8.0
Z3.2,2021Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.2,2021Q2,FEMALE,ALL,Gonorrhea,7.0
Z3.2,2021Q2,FEMALE,ALL,Infectious Syphilis,6.0
Z3.2,2021Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2021Q2,MALE,ALL,Gonorrhea,4.0
Z3.2,2021Q2,MALE,ALL,Infectious Syphilis,3.0
Z3.2,2021Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2021Q2,BOTH,ALL,Gonorrhea,11.0
Z3.2,2021Q2,BOTH,ALL,Infectious Syphilis,9.0
Z3.2,2021Q2,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.2,2021Q3,FEMALE,ALL,Gonorrhea,3.0
Z3.2,2021Q3,FEMALE,ALL,Infectious Syphilis,2.0
Z3.2,2021Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2021Q3,MALE,ALL,Gonorrhea,7.0
Z3.2,2021Q3,MALE,ALL,Infectious Syphilis,4.0
Z3.2,2021Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2021Q3,BOTH,ALL,Gonorrhea,10.0
Z3.2,2021Q3,BOTH,ALL,Infectious Syphilis,6.0
Z3.2,2021Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.2,2021Q4,FEMALE,ALL,Gonorrhea,6.0
Z3.2,2021Q4,FEMALE,ALL,Infectious Syphilis,5.0
Z3.2,2021Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2021Q4,MALE,ALL,Gonorrhea,2.0
Z3.2,2021Q4,MALE,ALL,Infectious Syphilis,2.0
Z3.2,2021Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2021Q4,BOTH,ALL,Gonorrhea,8.0
Z3.2,2021Q4,BOTH,ALL,Infectious Syphilis,7.0
Z3.2,2021Q4,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.2,2022Q1,FEMALE,ALL,Gonorrhea,2.0
Z3.2,2022Q1,FEMALE,ALL,Infectious Syphilis,6.0
Z3.2,2022Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.2,2022Q1,MALE,ALL,Gonorrhea,7.0
Z3.2,2022Q1,MALE,ALL,Infectious Syphilis,6.0
Z3.2,2022Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z3.2,2022Q1,BOTH,ALL,Gonorrhea,9.0
Z3.2,2022Q1,BOTH,ALL,Infectious Syphilis,12.0
Z3.2,2022Q1,BOTH,ALL,Non-infectious Syphilis,1.0
